SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category
Product_1334,942.2765941156447,170.47,160629.89099889394,C
Product_0782,302.46955922321257,529.89,160275.5947367881,C
Product_0342,588.9003747680548,268.51,158125.63962897038,C
Product_0789,231.97334820589938,681.07,157990.08826259192,C
Product_0643,348.29811954765927,449.04,156399.78760168093,C
Product_1044,1624.9122632071235,96.16,156251.563229997,C
Product_0291,859.6798672304742,181.66,156169.44468108795,C
Product_0454,600.6754343535574,258.2,155094.3971500885,C
Product_0621,710.1511828114163,215.2,152824.5345410168,C
Product_1779,1049.3448087341417,145.32,152490.78760524545,C
Product_0730,765.6980780101474,199.12,152465.80129338056,C
Product_0746,624.0789290418851,243.84,152175.40605757327,C
Product_0798,245.21509193970343,615.85,151015.71437106637,C
Product_0803,140.37847867915815,1059.87,148782.93819767932,C
Product_0460,403.66188829011287,363.3,146650.364015798,C
Product_0708,694.0222068347684,211.14,146535.848751093,C
Product_0134,177.0,824.51,145938.27,C
Product_0703,295.2593501379373,493.97,145849.2611876369,C
Product_1130,1015.2576497297762,142.95,145131.0810288715,C
Product_0898,337.61387805250234,429.03,144846.48210086508,C
Product_2092,426.9163227406532,338.7,144596.55851225922,C
Product_1658,402.1166535375046,355.48,142944.42799951215,C
Product_2131,230.19877336890804,619.04,142502.24866628883,C
Product_0805,142.46818133457867,991.06,141194.51579344753,C
Product_0502,385.916909992742,365.31,140979.30638944858,C
Product_1794,173.95452493913933,810.18,140934.4770151919,C
Product_0815,586.9775103773118,238.97,140270.0156548662,C
Product_0696,306.7639283733716,456.41,140010.12454889054,C
Product_0678,549.8704758526384,254.26,139810.06719029183,C
Product_0760,497.41554165069147,280.22,139385.78308135679,C
Product_0628,617.4472176416743,223.5,137999.45314291422,C
Product_0764,257.950028117435,527.83,136153.76334122574,C
Product_0679,620.0,209.22,129716.4,C
Product_1056,752.2380995247382,171.96,129354.863594274,C
Product_1727,331.21471629705496,390.52,129345.9710083259,C
Product_0688,610.0,211.84,129222.40000000001,C
Product_0680,462.6683664041355,278.28,128751.35300294281,C
Product_0762,706.5900060360359,182.17,128719.50139958465,C
Product_2134,611.3447148520066,210.45,128657.4952406048,C
Product_0137,296.32443076272244,433.84,128557.3910420995,C
Product_0701,400.88986085668205,320.23,128376.9601421353,C
Product_2170,230.25415606604645,556.46,128127.22768451221,C
Product_0657,150.99373138782403,845.79,127708.98807050768,C
Product_1319,500.0,254.06,127030.0,C
Product_1786,668.8662106758524,189.39,126676.57163989967,C
Product_1666,238.19478374029663,530.62,126390.9161482762,C
Product_0375,1792.616474901158,70.28,125985.08585605338,C
Product_0951,1169.0278022699035,107.74,125951.05541655941,C
Product_0535,102.94379212363772,1221.39,125734.51826188988,C
Product_1959,312.58556482489445,402.15,125706.2848943313,C
Product_2057,431.7820071106332,289.05,124806.58915532852,C
Product_1084,494.0,251.18,124082.92,C
Product_0728,972.493729267811,127.1,123603.95298993877,C
Product_0395,245.23916487225856,503.54,123487.72907977708,C
Product_0817,567.9796446761814,217.28,123410.61719524069,C
Product_0878,335.28057265833,366.84,122994.32527398177,C
Product_1079,500.4125738676581,244.88,122541.03108871212,C
Product_0267,186.8860537177762,655.65,122531.84112005997,C
Product_1752,408.8720138284158,298.87,122199.57877289863,C
Product_1750,200.84139886046626,608.31,122173.83134081021,C
Product_0775,312.20568776662276,389.31,121544.7963044239,C
Product_2064,237.3073382021887,504.88,119811.72891152103,C
Product_1892,509.38451871744763,235.05,119730.83112453607,C
Product_0538,467.0410492504534,255.9,119515.80450319103,C
Product_1871,189.8712971233411,628.51,119336.0089549911,C
Product_0702,457.2377593484679,258.67,118273.6912106682,C
Product_0151,240.79810237662744,490.76,118174.07672235368,C
Product_0157,531.018066986065,222.37,118082.48755569129,C
Product_0180,430.44602870979685,271.99,117077.01534877766,C
Product_0668,327.518766794607,356.03,116606.50654188392,C
Product_0733,1313.7693774771833,88.01,115624.84291176691,C
Product_0233,885.0345981567102,130.23,115258.05571794836,C
Product_2171,267.75298869960915,428.34,114689.31517959057,C
Product_0754,432.49836723901086,265.11,114659.64213873417,C
Product_0988,872.9637328557643,129.68,113205.93687673552,C
Product_0365,215.50982534170404,522.81,112670.69178689628,C
Product_0173,459.32807251294446,244.65,112374.61294029186,C
Product_1627,1341.4392573942685,82.57,110762.63948304474,C
Product_0966,596.6117414574138,183.54,109502.11902709372,C
Product_1024,344.6367078910453,316.95,109232.60456606682,C
Product_1851,87.32692568162437,1248.62,109038.14594458982,C
Product_1723,547.7831375393241,199.0,109008.8443703255,C
Product_1327,800.0,136.22,108976.0,C
Product_1913,466.5381532027417,230.27,107429.74053799533,C
Product_0972,378.61926457687036,280.26,106111.83509031369,C
Product_0847,504.3191846152818,210.3,106058.32452459377,C
Product_1688,571.6372101245761,185.13,105827.19671036277,C
Product_0842,1878.257655131856,56.34,105821.03629012877,C
Product_1747,200.0,528.83,105766.00000000001,C
Product_1917,129.80996887296584,814.07,105674.4013604153,C
Product_2153,515.4661730015315,202.41,104335.50807724,C
Product_0956,237.58957761104898,433.35,102959.44345774809,C
Product_0048,578.2906507683032,176.85,102270.70158837442,C
Product_0783,410.5143066482538,248.86,102160.59035248445,C
Product_1912,270.0,376.9,101763.0,C
Product_0913,636.9350118967467,158.96,101247.18949110685,C
Product_1168,92.07533253871235,1090.38,100397.10109356117,C
Product_0814,282.8496371917176,353.99,100125.94306949612,C
Product_0960,148.99987710312774,671.92,100115.9974231336,C
Product_0820,358.7704495216767,275.02,98669.04902745152,C
Product_1929,61.863952141459315,1581.95,97865.67909018157,C
Product_2063,128.62455934041424,759.19,97650.4792056491,C
Product_0125,199.58191679079812,485.37,96871.07495274968,C
Product_0875,1250.0,77.13,96412.5,C
Product_0691,323.07986389993727,296.13,95673.64009668842,C
Product_1122,490.7002220134932,194.14,95264.54110169956,C
Product_0722,186.09605505182213,510.84,95065.30876267281,C
Product_1318,1050.0,90.22,94731.0,C
Product_0772,456.75840129654745,206.07,94124.20375517954,C
Product_2085,534.6376569153514,175.81,93994.64646228793,C
Product_0794,605.8573569914497,154.74,93750.36742085693,C
Product_0343,180.62954088474282,514.58,92948.34914847097,C
Product_0717,443.53422133555654,208.65,92543.41528166387,C
Product_0305,170.0,541.78,92102.59999999999,C
Product_2165,440.5670206281109,207.99,91633.5346204408,C
Product_1802,187.07465676295794,484.79,90691.92285211438,C
Product_2061,150.97324736283417,599.83,90558.28296564883,C
Product_0587,60.0,1492.77,89566.2,C
Product_2067,169.59757747047627,527.63,89484.7698007474,C
Product_1710,339.1246665559293,262.83,89132.13611089489,C
Product_2162,276.4582381815855,320.83,88696.09655579807,C
Product_1181,120.1594730382631,736.36,88480.62956645542,C
Product_0346,200.82327033670808,439.11,88183.50623755189,C
Product_0634,153.53733279261766,562.89,86424.62925563655,C
Product_1770,198.17970344773084,435.4,86287.44288114201,C
Product_0006,982.5439735525571,87.63,86100.32840241057,C
Product_0776,453.7139446380191,188.78,85652.11846876524,C
Product_0497,138.98250133518547,615.92,85602.10222236744,C
Product_1754,119.8905051280344,710.64,85198.98856418637,C
Product_0490,210.0,400.16,84033.6,C
Product_1657,153.55510074003826,542.27,83268.32447830054,C
Product_2049,563.3883801742123,146.97,82801.19023420398,C
Product_0290,375.1343730049201,219.05,82173.18440672776,C
Product_0508,320.5213006760883,254.85,81684.8534773011,C
Product_1758,136.99512104152572,591.44,81024.39438879998,C
Product_0748,360.1514751505084,224.8,80962.0516138343,C
Product_1144,76.85032163835984,1032.33,79334.89253692802,C
Product_0900,388.6485563275262,203.12,78942.29476124712,C
Product_0170,147.3694620606923,531.67,78351.92189380828,C
Product_0732,500.9245558244467,156.41,78349.6097765017,C
Product_1844,304.1124394726426,256.86,78114.32120294299,C
Product_1061,166.19814325309935,468.54,77870.47803980717,C
Product_1699,320.14628004234095,243.09,77824.35921549266,C
Product_1645,157.98186882880935,492.55,77813.96949163005,C
Product_1776,737.4121190966949,104.64,77162.80414227815,C
Product_1121,387.0650173346339,198.38,76785.95813884468,C
Product_0788,201.3533999780319,381.1,76735.78073162795,C
Product_1907,368.8526426016477,206.72,76249.2182786126,C
Product_0307,283.44050889566546,267.85,75919.540307704,C
Product_1875,338.46766195320885,223.94,75796.44821780159,C
Product_1692,322.7959518819554,231.37,74685.29938692802,C
Product_0758,705.0206350030538,105.02,74041.26708802072,C
Product_0260,234.08656068382774,316.09,73992.4209665511,C
Product_0867,89.74765395387094,822.54,73821.035283217,C
Product_0524,753.3153139680488,97.99,73817.3676157291,C
Product_0312,155.81522818163722,473.4,73762.92902118705,C
Product_0698,270.12291226400833,271.35,73297.85224283866,C
Product_1691,230.2850175270715,317.05,73011.86480695802,C
Product_0731,408.1204798424965,178.1,72686.25745994863,C
Product_1713,232.88811084712654,308.17,71769.12911975899,C
Product_0801,166.75961159591492,423.74,70662.71781765299,C
Product_0237,109.20569708871356,642.59,70174.48889223645,C
Product_0282,971.7998849082596,70.75,68754.84185725937,C
Product_0492,161.6988775602575,425.04,68728.49091821186,C
Product_2068,389.73821277811993,175.97,68582.23330256576,C
Product_1677,170.1877258987257,402.73,68539.7028511938,C
Product_0351,403.00511871805804,168.72,67995.02363011075,C
Product_2163,385.0670859715752,175.6,67617.7802966086,C
Product_0532,138.0,489.76,67586.88,C
Product_0693,120.94199724614691,557.19,67387.6714455806,C
Product_1020,312.85963344624616,213.8,66889.38963080743,C
Product_1700,351.4365337761644,188.93,66396.90432633075,C
Product_2156,48.90705532758992,1354.4,66239.7157356878,C
Product_1704,277.10548891771606,237.82,65901.22737441123,C
Product_2160,258.3701961788513,254.86,65848.22819814205,C
Product_1757,253.4102517043171,259.79,65833.44929026454,C
Product_0060,125.92415782566589,522.41,65784.03928970611,C
Product_0778,150.13129568044005,432.84,64982.830022321665,C
Product_0752,216.5692104558353,298.55,64656.73778158963,C
Product_1063,83.22706415267912,775.27,64523.446025647536,C
Product_1755,286.94116640519564,224.74,64487.157737903675,C
Product_0474,212.26207099092989,301.53,64003.38226589508,C
Product_1920,87.87561751309931,725.13,63721.2465272737,C
Product_1058,236.39028210888574,268.63,63501.52148290998,C
Product_2074,211.53004221112232,297.28,62883.65094852244,C
Product_0753,135.0613000198891,462.93,62523.927618207264,C
Product_0802,81.586052883107,766.02,62496.548229517626,C
Product_2073,681.5189325763147,91.28,62209.048165566004,C
Product_1682,225.74135022129485,274.37,61936.65426021667,C
Product_0826,260.54893283885554,236.34,61578.13478713512,C
Product_2105,895.2694250110296,67.52,60448.591576744715,C
Product_0874,125.0,482.31,60288.75,C
Product_2091,915.9516944841109,65.76,60232.98342927514,C
Product_1897,211.79888093014287,283.12,59964.49916894205,C
Product_0428,500.0,119.85,59925.0,C
Product_1112,111.43046951139362,536.05,59732.303181582545,C
Product_1113,34.584034313752234,1726.45,59707.606040977545,C
Product_2140,380.2228213310282,156.78,59611.3339282786,C
Product_0581,354.2214225588743,167.2,59225.82185184378,C
Product_0105,703.0183677078644,82.74,58167.7397441487,C
Product_1748,295.9844104356075,195.61,57897.51052530919,C
Product_1618,187.8700497126775,308.01,57865.8540120018,C
Product_0232,296.0795290471194,194.96,57723.66498302641,C
Product_0244,125.4379436202355,458.2,57475.665766791906,C
Product_0296,164.35089136526904,349.65,57465.289165866314,C
Product_0718,289.66215058601944,197.67,57257.51730633846,C
Product_1760,142.5582607198353,400.09,57036.1345313989,C
Product_0102,171.00962967594086,327.21,55956.0609262646,C
Product_0258,37.62294990038281,1482.48,55775.270768319504,C
Product_0697,232.36377532618513,239.41,55630.21145084198,C
Product_1722,227.566258627025,244.38,55612.64228327237,C
Product_0809,124.4900139399208,445.57,55469.01551121051,C
Product_0309,165.26586919039946,334.49,55279.780585496716,C
Product_0472,163.07158210701397,335.64,54733.345818398164,C
Product_2130,364.0508033798761,149.64,54476.56221776465,C
Product_0625,261.48997637389533,207.24,54191.182703726074,C
Product_0712,202.12703942638333,268.02,54174.089107059255,C
Product_1911,50.457054750368805,1044.82,52718.53994428033,C
Product_1072,157.26108513567223,332.34,52264.149033989306,C
Product_0329,343.51654674311044,150.06,51548.093004271155,C
Product_2102,118.51539175632135,432.28,51231.83354842259,C
Product_0483,172.87566235010883,295.08,51012.15044627011,C
Product_0330,157.0,323.05,50718.85,C
Product_1689,177.15308392197966,286.02,50669.32506336462,C
Product_0405,174.3864490178366,288.11,50242.47982652891,C
Product_0661,128.0,391.72,50140.16,C
Product_2155,485.19404022311045,103.18,50062.32107022054,C
Product_1668,144.1037752392777,346.21,49890.16802559033,C
Product_1118,62.37550370340887,792.04,49403.893953247956,C
Product_0568,86.71348752651849,565.53,49039.078600872,C
Product_0954,53.30098906827326,919.69,49020.38663620024,C
Product_1145,89.01651357870384,550.18,48975.10544073127,C
Product_0522,186.73729710083927,260.48,48641.33114882662,C
Product_0306,240.24566233515446,201.31,48363.85428468994,C
Product_0571,473.6038624378992,102.04,48326.538123163235,C
Product_1801,194.41940375170938,246.29,47883.5549500085,C
Product_0623,215.45119876837214,221.12,47640.569071662445,C
Product_0806,125.03054968488858,378.78,47359.071609642095,C
Product_1667,421.6740593671442,111.92,47193.76072437078,C
Product_0541,38.0,1228.61,46687.17999999999,C
Product_0669,132.97459013443117,347.08,46152.82074385837,C
Product_1763,167.38003845507515,275.61,46131.61239860326,C
Product_1792,223.21000517346965,206.46,46083.937668114544,C
Product_0279,451.67271745764765,101.55,45867.364457824115,C
Product_2062,285.9210401998767,160.28,45827.424323236235,C
Product_1930,49.691696499461095,918.66,45649.773906194925,C
Product_1208,213.24190711767767,213.86,45603.91425618655,C
Product_2079,666.2230461462472,68.36,45543.007434557454,C
Product_1751,220.84636203543718,205.67,45421.471279828365,C
Product_0811,45.03418062291576,1006.15,45311.14083374669,C
Product_1924,41.699813263188034,1086.58,45310.183095514854,C
Product_1753,39.21977168395142,1153.58,45243.144219172675,C
Product_1783,175.2589169799961,255.14,44715.5600782762,C
Product_1054,166.26929468366978,267.31,44445.445161891774,C
Product_1928,75.80223610273589,584.36,44295.79468899475,C
Product_1916,224.66612636949017,196.92,44241.25360468,C
Product_0540,52.94421574453642,829.42,43912.991422833395,C
Product_0609,165.98823766008886,261.5,43405.924148113234,C
Product_0704,375.8768276601466,115.0,43225.83518091686,C
Product_1673,219.65242090634754,196.36,43130.949369170405,C
Product_0152,285.03619968751116,150.97,43031.91506682356,C
Product_1098,142.2433362545315,302.16,42980.246482669245,C
Product_0667,519.1155318170786,82.36,42754.35520045459,C
Product_0742,839.0079978512775,50.59,42445.41461129613,C
Product_0323,651.801374314463,65.02,42380.12535792639,C
Product_2145,219.0,193.21,42312.990000000005,C
Product_1062,523.9480040767266,80.68,42272.124968910306,C
Product_0721,119.22345264827652,354.36,42248.02268044327,C
Product_1712,186.8961315337719,225.81,42203.01546164103,C
Product_0135,93.04027376449314,451.54,42011.405215619234,C
Product_1853,217.46156590855963,191.28,41596.04832698929,C
Product_0912,252.11893382430154,164.71,41526.50959020071,C
Product_2059,177.77405877796286,233.48,41506.687243478766,C
Product_0484,100.0,413.98,41398.0,C
Product_1778,284.1685286729414,145.11,41235.695195730535,C
Product_1918,66.3999332679981,620.49,41200.494593460135,C
Product_1771,114.49645085674108,358.01,40990.87437122187,C
Product_0324,248.24708677013226,164.57,40854.02306976066,C
Product_1663,121.61368454352095,330.01,40133.732036207344,C
Product_1759,247.05130327383802,162.05,40034.66369552545,C
Product_1660,115.96884655973561,345.19,40031.286143955134,C
Product_0136,110.86253119110533,357.27,39607.8565186462,C
Product_1749,182.65765269120013,213.97,39083.25794633609,C
Product_0482,64.12640841405778,607.2,38937.55518901588,C
Product_1805,82.17641827163212,472.74,38848.079973731365,C
Product_1116,78.4504657831272,487.82,38269.70621832511,C
Product_2164,132.9066684814332,286.06,38019.28158579878,C
Product_0917,418.95552925439927,90.07,37735.32451994374,C
Product_1646,143.8327535806248,261.24,37574.86854540242,C
Product_1852,52.75370805510302,711.07,37511.57918674211,C
Product_0165,103.49330340059078,360.89,37349.6982642392,C
Product_0396,65.0,574.24,37325.6,C
Product_1828,197.33498500030623,188.83,37262.765217607826,C
Product_0265,42.683047460369814,867.72,37036.9339423121,C
Product_0347,140.05871125072315,261.35,36604.344185376496,C
Product_1683,105.22016919563823,343.74,36168.380959308684,C
Product_0799,133.48311672737816,268.64,35858.904477642864,C
Product_0866,138.81762963350008,256.15,35558.13583062104,C
Product_0947,23.154833027062082,1530.18,35431.06240134986,C
Product_1686,103.8124327679199,340.41,35338.79023852762,C
Product_1877,60.50362568771119,580.05,35095.12808015687,C
Product_1096,125.12153371536544,280.21,35060.30496238255,C
Product_0868,213.10512077190685,163.34,34808.59042688327,C
Product_1644,68.1629847063813,510.02,34764.485459948584,C
Product_1850,116.60707792484976,296.62,34587.991454068935,C
Product_0444,158.5097160086648,218.17,34582.0647416104,C
Product_0659,124.00105437365382,278.72,34561.5738750248,C
Product_2096,90.07471238763073,383.2,34516.629786940095,C
Product_1762,184.0251008226778,187.43,34491.8246471945,C
Product_1925,384.638628046374,89.41,34390.5397336263,C
Product_0763,342.2550658062598,99.54,34068.0692503551,C
Product_0579,78.37105761680866,434.32,34038.11774413234,C
Product_1614,120.97436777940408,280.14,33889.759389722254,C
Product_1076,150.0,224.18,33627.0,C
Product_0520,195.34224528576644,171.68,33536.35667066038,C
Product_2158,114.72064059512051,291.93,33490.39660893353,C
Product_0326,87.39105220672279,380.52,33254.043185702154,C
Product_1960,187.6743689749983,176.95,33208.97959012594,C
Product_1803,264.95341160615885,124.85,33079.43343902893,C
Product_1941,40.895299602563824,792.1,32393.166815190805,C
Product_1761,220.7500287651807,145.51,32121.33668562144,C
Product_0765,154.1096149024997,206.88,31882.197131029134,C
Product_0352,161.56867469861356,197.06,31838.72303610879,C
Product_0750,174.40122102752252,180.97,31561.38896935075,C
Product_1869,169.28150449683025,185.62,31422.032864701632,C
Product_0565,67.29895122091001,466.68,31407.074555774285,C
Product_0537,70.93117226877847,439.65,31184.889887968453,C
Product_1940,102.89895296217547,300.9,30962.294946318598,C
Product_0594,376.41457081871897,81.88,30820.825058636707,C
Product_0057,71.86928894349367,427.74,30741.369652689984,C
Product_1070,64.3660116879481,474.34,30531.3739840613,C
Product_1927,35.0,867.94,30377.9,C
Product_0666,347.341069207985,87.15,30270.774181475896,C
Product_1942,197.93427015494856,152.92,30268.108592094733,C
Product_1883,142.10748827098095,212.95,30261.789627305392,C
Product_0509,165.0,181.53,29952.45,C
Product_0629,33.31591453542592,897.78,29910.36175161468,C
Product_0578,80.81909727589321,369.49,29861.848252469783,C
Product_2151,57.5923685751104,516.96,29772.950858589073,C
Product_0263,89.59358617406991,329.44,29515.711029185593,C
Product_0637,18.991603671285905,1542.23,29289.420929967262,C
Product_0927,450.0,65.03,29263.5,C
Product_1620,74.0694833209185,394.71,29235.96576159974,C
Product_0585,186.0,156.09,29032.74,C
Product_1111,65.86983921182328,439.37,28941.231254498794,C
Product_1715,160.53527762571807,179.77,28859.42685877534,C
Product_1774,178.1360437649067,161.55,28777.87787022068,C
Product_1694,54.15485113541509,523.24,28335.984308094594,C
Product_0655,74.29229670174934,380.65,28279.362739520882,C
Product_0269,49.62384740428924,567.85,28178.901748525648,C
Product_0494,35.15918966930023,789.52,27758.883427705918,C
Product_2146,75.65615829834488,365.51,27653.082419628034,C
Product_0784,635.4635842097988,43.49,27636.311277284152,C
Product_1679,73.53045985262561,375.26,27593.040364296285,C
Product_0716,420.7496996197973,65.18,27424.465421218392,C
Product_0665,347.33651034867995,78.86,27390.9572060969,C
Product_1664,109.27912585483807,249.49,27264.049109523552,C
Product_0461,83.81426676229478,323.05,27076.19887755933,C
Product_0804,151.71981736802113,177.68,26957.577149949993,C
Product_1767,106.86891662923561,251.12,26836.92234393365,C
Product_0946,81.42972999607467,326.62,26596.57841131791,C
Product_1837,127.95260738863048,201.76,25815.718066730085,C
Product_1939,53.246614066465874,483.47,25743.140502714257,C
Product_0501,194.1109108765749,131.79,25581.876944423806,C
Product_1881,90.21284146605083,282.71,25504.07241086723,C
Product_1170,52.93172449756487,480.28,25422.048641690457,C
Product_0256,62.15957277466181,408.83,25412.698137464988,C
Product_0350,74.80953071581804,333.39,24940.749445346577,C
Product_1961,24.0,1031.79,24762.96,C
Product_1859,74.63211986447608,330.66,24677.856754387663,C
Product_1874,86.4025014876355,285.32,24652.361724452163,C
Product_0640,96.27143432949013,254.22,24474.12403524298,C
Product_1895,76.6629580587537,317.35,24328.98973994549,C
Product_0651,90.2784325273544,268.39,24229.828506016645,C
Product_0641,60.708364732734225,395.41,24004.694498970443,C
Product_1615,56.53919937176541,421.79,23847.668903016936,C
Product_0106,60.0,394.03,23641.8,C
Product_1174,168.32067429814026,140.28,23612.024190543118,C
Product_0354,179.39647212000014,131.54,23597.811942664815,C
Product_1800,46.0,512.31,23566.26,C
Product_0751,73.20086768560128,316.44,23163.68257043167,C
Product_1083,86.04397546275167,267.28,22997.833761684265,C
Product_0580,54.0,421.77,22775.579999999998,C
Product_1095,102.32494149363534,222.54,22771.392479993607,C
Product_0059,54.90047578053828,414.02,22729.894982658458,C
Product_1124,334.439608487974,67.76,22661.62787114512,C
Product_2122,439.51865941206796,51.43,22604.444653562656,C
Product_2126,200.0,112.05,22410.0,C
Product_0339,127.25676344224685,171.89,21874.16506808781,C
Product_1720,45.67934217983479,476.57,21769.404102643864,C
Product_0813,37.675756992812275,577.74,21766.791845027365,C
Product_0446,143.40445153491387,149.41,21426.05910383148,C
Product_1807,127.40334203299966,167.42,21329.8675231648,C
Product_0457,85.27175787899854,248.71,21207.938902085727,C
Product_0251,243.41493776315383,86.99,21174.665436016752,C
Product_0800,94.63982979385946,222.39,21046.951747856405,C
Product_0160,52.050110931591384,403.86,21020.957800832497,C
Product_1775,203.54223456519006,102.95,20954.67304848632,C
Product_2125,11.0,1895.44,20849.84,C
Product_0270,41.3355741746595,501.46,20728.13702562475,C
Product_1964,49.669481486917135,414.0,20563.165335583693,C
Product_1814,180.581174475867,113.59,20512.21560871373,C
Product_1893,45.916446239655556,445.31,20447.052674981016,C
Product_2098,53.59079535778943,380.5,20391.29763363888,C
Product_1866,44.63538972903388,448.13,20002.457199271954,C
Product_0328,59.80401969091541,332.72,19897.993431561375,C
Product_2094,95.4540792027748,207.64,19820.08500566416,C
Product_0507,140.92058379625848,138.38,19500.59038572625,C
Product_0156,38.10780789011486,508.73,19386.585107938135,C
Product_0266,101.8408636694222,189.35,19283.567535805094,C
Product_1956,58.919080787803594,322.0,18971.944013672757,C
Product_1711,46.59081118225683,402.83,18768.176468548518,C
Product_1110,89.0,210.57,18740.73,C
Product_1962,58.661827838192046,315.24,18492.55460771166,C
Product_1806,78.06414537317471,234.91,18338.04838961247,C
Product_0777,23.320791490229784,781.56,18226.59779710399,C
Product_0539,45.507985598961255,397.95,18109.90286910663,C
Product_1955,30.743892768156446,588.56,18094.625527626155,C
Product_2152,65.59944942194282,273.81,17961.785246222164,C
Product_0455,57.910590373225375,307.95,17833.566305434753,C
Product_0447,103.09425202885518,170.2,17546.64169531115,C
Product_1665,66.41451579702424,262.22,17415.214332295698,C
Product_0616,94.32605828745439,181.74,17142.81783316196,C
Product_0393,47.10632572952022,357.26,16829.205930128395,C
Product_2103,82.76114974732427,201.55,16680.509731573205,C
Product_1953,89.45880017067888,186.34,16669.752823804305,C
Product_0828,71.0,232.11,16479.81,C
Product_1178,43.30070711057854,379.13,16416.597086833644,C
Product_0797,116.03977295301974,140.83,16341.881224973771,C
Product_0807,49.59163240658351,327.33,16232.829035646979,C
Product_1915,108.85773317708635,148.5,16165.373376797323,C
Product_0456,79.20173867873203,203.58,16123.889960216267,C
Product_1690,41.12613061456834,390.18,16046.593643192275,C
Product_0675,69.1090722580494,232.0,16033.30476386746,C
Product_0656,126.45173066221116,125.04,15811.524402002884,C
Product_0521,73.60497114696551,208.55,15350.316732699657,C
Product_1946,57.90534731559647,259.92,15050.757874269835,C
Product_0334,110.17933271528722,136.17,15003.119735840659,C
Product_1894,91.95201256941512,161.75,14873.238033102894,C
Product_1937,40.49484912176104,365.07,14783.454568881303,C
Product_2051,35.204455531068234,417.76,14707.013342659066,C
Product_1099,24.424962469643017,599.62,14645.695996047345,C
Product_1171,67.82444907793227,211.72,14359.792358779821,C
Product_1097,199.0871695737341,71.91,14316.358364047217,C
Product_1856,41.88852869327004,341.51,14305.35143403865,C
Product_1868,122.76990696719055,116.03,14244.99230540312,C
Product_1923,36.07701780191051,394.06,14216.509635020855,C
Product_1769,51.78687758777342,273.07,14141.442662893287,C
Product_0112,60.0,232.94,13976.4,C
Product_1089,89.3567595514145,154.88,13839.574919323077,C
Product_1864,60.99837378746163,225.32,13744.153581790853,C
Product_1952,40.294150396822815,340.0,13700.011134919758,C
Product_0442,17.18008695263709,755.19,12974.229865762005,C
Product_1919,23.676195784321326,541.98,12832.024591186473,C
Product_0624,38.157423829612725,328.08,12518.687610019342,C
Product_1858,82.12764270416326,152.07,12489.150626022107,C
Product_1146,75.74822501032439,161.13,12205.31149591357,C
Product_0435,60.0,202.34,12140.4,C
Product_0511,30.0,403.78,12113.4,C
Product_1714,99.77817090750253,121.23,12096.107659116531,C
Product_0965,22.44917388729661,537.37,12063.51257181658,C
Product_0861,150.31242628922217,79.82,11997.937866405713,C
Product_2119,33.0,363.36,11990.880000000001,C
Product_1873,11.426099949526096,1025.37,11715.980105245571,C
Product_0945,24.22821155608873,475.67,11524.633390884726,C
Product_1898,82.80200280563155,136.41,11295.0212027162,C
Product_1943,75.35189199785273,149.67,11277.917675318617,C
Product_0499,39.841019980145866,282.42,11251.900862792796,C
Product_1119,66.9171245344833,164.11,10981.769307354056,C
Product_1854,11.587337254036463,946.28,10964.865496749624,C
Product_1965,23.98277261839157,456.05,10937.343452617477,C
Product_0262,52.44203993817824,208.33,10925.250180320674,C
Product_0331,29.94921700947375,362.43,10854.49472074357,C
Product_1616,102.15741532341232,104.42,10667.277308070716,C
Product_2157,124.04820530313788,84.85,10525.490219971249,C
Product_0362,28.020998447482206,365.72,10247.839552213194,C
Product_1936,42.250719231529715,241.95,10222.561518068615,C
Product_0340,43.420121693514126,233.44,10135.993208133938,C
Product_0515,69.0,145.63,10048.47,C
Product_1975,11.0,900.6,9906.6,C
Product_0500,11.793974617576428,824.43,9723.306493968534,C
Product_1855,41.184271421960524,233.19,9603.760252886974,C
Product_0498,16.609438614178398,576.64,9577.66668247983,C
Product_2127,84.66319102487056,112.48,9522.91572647744,C
Product_2058,51.57225252049279,183.87,9482.59007094301,C
Product_0694,71.02130735747575,131.65,9349.955113611682,C
Product_0525,28.255681664872967,325.64,9201.180177349232,C
Product_0626,42.578258717827595,215.47,9174.337405930311,C
Product_0402,73.44644690506745,124.51,9144.817104149948,C
Product_0163,70.12933385062567,129.65,9092.268133733618,C
Product_0449,44.0,199.3,8769.2,C
Product_0812,36.442669446571315,239.25,8718.908665092187,C
Product_2117,29.65024624744174,292.72,8679.220081551146,C
Product_0268,50.80818360701341,169.62,8618.084103421616,C
Product_1976,62.69768724243943,137.33,8610.273389004207,C
Product_1857,10.080069609780523,849.35,8561.507123067087,C
Product_1696,58.33400314345579,146.34,8536.59802001332,C
Product_1949,16.651825231198472,509.77,8488.600948108045,C
Product_0264,47.65473693679148,177.15,8442.03664835261,C
Product_1870,43.34431207373453,194.76,8441.738219480536,C
Product_1876,32.074884167273346,260.34,8350.375344107943,C
Product_1117,30.072089284914693,274.64,8258.99860120897,C
Product_0825,11.238269483197847,732.68,8234.055284949398,C
Product_1950,17.910634673753478,450.83,8074.65142996828,C
Product_1867,48.58886872855585,164.08,7972.461580981445,C
Product_1974,24.387776708264646,317.12,7733.851749724885,C
Product_1681,53.1808008905513,145.36,7730.361217450538,C
Product_0473,47.62568053878042,162.17,7723.456612974021,C
