Supplier_ID,SKU,Lead_Time_Days,Supplier_Reliability,MOQ
SUP_1978,Product_2119,13,51.87,90
SUP_1979,Product_1923,3,94.57,168
SUP_1980,Product_0393,12,38.05,630
SUP_1981,Product_0807,11,60.5,100
SUP_1982,Product_1690,11,53.28,219
SUP_1983,Product_1864,9,61.86,67
SUP_1984,Product_0473,13,43.76,303
SUP_1985,Product_1976,3,60.44,96
SUP_1986,Product_1615,6,46.01,167
SUP_1987,Product_1877,9,51.64,328
SUP_1988,Product_2051,8,55.05,287
SUP_1989,Product_0264,6,70.18,252
SUP_1990,Product_0629,14,62.27,311
SUP_1991,Product_0526,13,74.97,356
SUP_1992,Product_1870,7,57.25,174
SUP_1993,Product_0812,3,67.84,138
SUP_1994,Product_0059,8,99.0,124
SUP_1995,Product_1585,4,88.93,246
SUP_1996,Product_1768,8,73.5,332
SUP_1997,Product_1753,12,95.17,153
SUP_1998,Product_1685,10,71.75,119
SUP_1999,Product_0450,9,63.87,79
SUP_2000,Product_1867,9,13.56,143
SUP_2001,Product_1935,3,51.21,144
SUP_2002,Product_1937,4,76.91,166
SUP_2003,Product_0499,3,71.48,457
SUP_2004,Product_1939,5,83.33,165
SUP_2005,Product_1701,12,65.23,188
SUP_2006,Product_0269,8,63.13,268
SUP_2007,Product_1617,14,46.07,328
SUP_2008,Product_1924,12,66.71,178
SUP_2009,Product_1865,8,40.74,117
SUP_2010,Product_1964,2,79.0,147
SUP_2011,Product_0466,13,93.08,148
SUP_2012,Product_0268,11,67.63,152
SUP_2013,Product_1756,9,32.38,499
SUP_2014,Product_0624,11,51.74,107
SUP_2015,Product_0644,9,99.0,76
SUP_2016,Product_1619,3,81.82,214
SUP_2017,Product_2125,9,99.0,153
SUP_2018,Product_1936,12,79.23,542
SUP_2019,Product_0265,7,46.04,52
SUP_2020,Product_1566,3,75.94,119
SUP_2021,Product_1856,9,68.15,204
SUP_2022,Product_0258,4,74.7,125
SUP_2023,Product_0270,14,21.34,326
SUP_2024,Product_0528,9,28.69,119
SUP_2025,Product_0164,5,53.14,93
SUP_2026,Product_1866,3,45.91,124
SUP_2027,Product_0864,6,73.62,151
SUP_2028,Product_1071,8,52.95,224
SUP_2029,Product_1702,14,55.34,136
SUP_2030,Product_1941,9,18.04,270
SUP_2031,Product_1808,9,29.23,123
SUP_2032,Product_1945,5,93.81,120
SUP_2033,Product_1952,13,61.96,187
SUP_2034,Product_0442,7,64.39,255
SUP_2035,Product_1860,7,80.92,209
SUP_2036,Product_0259,4,90.81,131
SUP_2037,Product_0862,12,99.0,61
SUP_2038,Product_1584,6,68.22,75
SUP_2039,Product_1931,8,81.93,78
SUP_2040,Product_1963,14,51.84,120
SUP_2041,Product_0331,4,77.3,160
SUP_2042,Product_1919,5,41.03,113
SUP_2043,Product_1099,6,53.75,87
SUP_2044,Product_0494,12,86.32,101
SUP_2045,Product_1955,4,63.74,252
SUP_2046,Product_1804,6,92.14,239
SUP_2047,Product_0525,12,98.74,108
SUP_2048,Product_0271,12,75.75,305
SUP_2049,Product_0327,10,99.0,237
SUP_2050,Product_0531,7,65.4,114
SUP_2051,Product_0257,7,61.98,320
SUP_2052,Product_0965,6,25.76,184
SUP_2053,Product_0959,4,52.0,88
SUP_2054,Product_0498,8,71.43,221
SUP_2055,Product_0518,5,76.31,258
SUP_2056,Product_0362,11,71.67,198
SUP_2057,Product_1974,2,82.31,169
SUP_2058,Product_0945,11,85.16,130
SUP_2059,Product_1933,10,45.77,174
SUP_2060,Product_0947,13,70.04,79
SUP_2061,Product_1965,12,47.16,78
SUP_2062,Product_1169,10,39.51,131
SUP_2063,Product_0319,2,76.69,100
SUP_2064,Product_0598,14,52.94,141
SUP_2065,Product_0944,5,71.95,59
SUP_2066,Product_1948,6,71.87,150
SUP_2067,Product_1961,2,35.65,93
SUP_2068,Product_0500,13,14.07,90
SUP_2069,Product_1949,6,62.61,329
SUP_2070,Product_0148,3,55.64,141
SUP_2071,Product_1861,7,92.19,165
SUP_2072,Product_0363,10,26.05,56
SUP_2073,Product_0637,5,66.55,65
SUP_2074,Product_0440,11,57.78,206
SUP_2075,Product_1950,2,93.37,173
SUP_2076,Product_1932,7,59.01,280
SUP_2077,Product_1922,8,48.49,80
SUP_2078,Product_0630,11,49.87,151
SUP_2079,Product_1862,6,62.16,243
SUP_2080,Product_0825,12,55.28,214
SUP_2081,Product_0519,11,86.24,231
SUP_2082,Product_0647,13,73.87,62
SUP_2083,Product_2147,3,63.71,62
SUP_2084,Product_1854,5,83.14,206
SUP_2085,Product_1179,12,66.99,137
SUP_2086,Product_1951,7,81.33,195
SUP_2087,Product_1921,13,11.75,57
SUP_2088,Product_1947,13,21.19,71
SUP_2089,Product_1975,9,44.76,175
SUP_2090,Product_0403,5,99.0,76
SUP_2091,Product_2060,5,77.1,142
SUP_2092,Product_0673,8,85.76,179
SUP_2093,Product_0597,8,59.82,48
SUP_2094,Product_1873,5,84.09,87
SUP_2095,Product_1697,14,80.07,153
SUP_2096,Product_0633,2,47.11,58
SUP_2097,Product_1100,11,29.46,77
SUP_2098,Product_0480,9,74.02,124
SUP_2099,Product_1793,14,68.9,133
SUP_2100,Product_1934,4,84.71,62
SUP_2101,Product_1857,6,72.5,115
SUP_2102,Product_0865,6,75.75,35
SUP_2103,Product_0674,7,99.0,155
SUP_2104,Product_1695,2,94.18,107
SUP_2105,Product_0536,5,80.15,10
SUP_2106,Product_1773,10,11.96,50
SUP_2107,Product_0612,5,50.13,20
SUP_2108,Product_1707,11,82.61,25
SUP_2109,Product_0638,11,56.14,50
SUP_2110,Product_0075,12,55.72,15
SUP_2111,Product_0465,14,38.92,10
SUP_2112,Product_1863,11,34.33,10
SUP_2113,Product_0467,11,96.64,15
SUP_2114,Product_1944,3,54.08,15
SUP_2115,Product_0527,4,51.98,50
SUP_2116,Product_1698,12,87.11,15
SUP_2117,Product_1647,5,38.3,25
