SKU,Product_Category,Unit_Cost,Lead_Time_Days,Ordering_Cost,Holding_Cost_Per_Unit_Year
Product_0804,Category_001,177.68,3,5994,5.09
Product_0818,Category_001,443.68,4,4587,1.74
Product_1118,Category_007,792.04,7,3805,2.67
Product_1692,Category_021,231.37,13,1295,2.1
Product_0160,Category_021,403.86,2,2234,5.79
Product_2058,Category_021,183.87,5,3694,16.0
Product_0643,Category_028,449.04,13,3858,1.8
Product_0580,Category_012,421.77,12,2138,10.73
Product_1674,Category_026,554.77,6,3227,1.66
Product_0712,Category_001,268.02,12,5954,1.96
Product_0167,Category_021,94.22,6,3739,7.9
Product_0165,Category_021,360.89,2,2405,3.64
Product_0751,Category_001,316.44,12,2516,3.24
Product_1853,Category_001,191.28,14,5034,1.53
Product_1657,Category_026,542.27,14,5830,2.95
Product_0820,Category_001,275.02,4,1606,1.14
Product_0326,Category_021,380.52,11,5392,3.06
Product_1618,Category_024,308.01,5,2440,2.52
Product_0244,Category_007,458.2,14,4732,5.64
Product_1170,Category_024,480.28,12,4928,5.04
Product_1875,Category_001,223.94,13,2346,1.2
Product_0661,Category_011,391.72,8,5241,5.25
Product_0747,Category_001,661.89,2,5406,1.0
Product_1750,Category_001,608.31,9,4609,2.35
Product_0497,Category_015,615.92,5,5275,2.13
Product_0861,Category_019,79.82,4,1030,3.25
Product_1755,Category_001,224.74,4,4190,1.34
Product_1614,Category_005,280.14,3,1351,3.24
Product_1117,Category_007,274.64,2,5959,3.86
Product_1883,Category_006,212.95,2,3282,3.27
Product_1686,Category_021,340.41,12,2482,3.1
Product_1872,Category_001,1989.24,7,3608,3.08
Product_1712,Category_026,225.81,12,1142,3.19
Product_1664,Category_026,249.49,9,3822,3.8
Product_1836,Category_031,691.5,3,4633,2.06
Product_2127,Category_009,112.48,6,2041,6.79
Product_0520,Category_022,171.68,5,5487,2.72
Product_0515,Category_022,145.63,7,5072,9.82
Product_1683,Category_021,343.74,13,4543,3.68
Product_1814,Category_018,113.59,4,1761,2.46
Product_0799,Category_001,268.64,13,5153,3.94
Product_0797,Category_001,140.83,12,3311,3.38
Product_1668,Category_026,346.21,5,2734,1.83
Product_0657,Category_011,845.79,10,4743,2.95
Product_1096,Category_032,280.21,5,5932,4.24
Product_1171,Category_024,211.72,9,3094,2.65
Product_1691,Category_021,317.05,3,4276,2.2
Product_1646,Category_024,261.24,12,1197,2.27
Product_2170,Category_024,556.46,8,4608,1.67
Product_1926,Category_001,1022.47,2,5104,3.0
Product_0447,Category_015,170.2,12,5620,4.99
Product_0801,Category_001,423.74,10,2395,3.9
Product_1684,Category_021,1421.29,14,1219,2.55
Product_0312,Category_024,473.4,7,5709,2.04
Product_1761,Category_001,145.51,4,5506,1.39
Product_1917,Category_009,814.07,13,1060,3.97
Product_1089,Category_020,154.88,11,4676,5.15
Product_1960,Category_029,176.95,6,4951,1.9
Product_0347,Category_021,261.35,5,5389,1.72
Product_1774,Category_024,161.55,11,4214,2.17
Product_1663,Category_026,330.01,10,1073,2.28
Product_0492,Category_015,425.04,3,4521,1.77
Product_1116,Category_007,487.82,11,5780,4.58
Product_0511,Category_022,403.78,6,5368,11.22
Product_0956,Category_028,433.35,6,2238,1.61
Product_1677,Category_021,402.73,9,3248,0.94
Product_0568,Category_012,565.53,7,4867,2.37
Product_1770,Category_001,435.4,12,5022,1.58
Product_0656,Category_011,125.04,7,4689,2.54
Product_0402,Category_024,124.51,5,2691,3.1
Product_0232,Category_007,194.96,7,2634,0.88
Product_1689,Category_021,286.02,6,2060,1.4
Product_0775,Category_001,389.31,11,3391,0.88
Product_1909,Category_019,59.82,11,3248,2.29
Product_0860,Category_019,290.47,9,2161,3.96
Product_0135,Category_021,451.54,14,5579,2.81
Product_1666,Category_026,530.62,4,2017,1.73
Product_1763,Category_001,275.61,5,3456,1.15
Product_1757,Category_001,259.79,14,4247,1.29
Product_1893,Category_021,445.31,10,1841,4.65
Product_0058,Category_019,645.63,14,3530,0.8
Product_1816,Category_031,660.47,14,2415,1.36
Product_0828,Category_008,232.11,13,3865,4.7
Product_0778,Category_001,432.84,8,3459,2.19
Product_0753,Category_001,462.93,12,3248,1.55
Product_1110,Category_007,210.57,14,5385,3.08
Product_0334,Category_021,136.17,11,5073,3.49
Product_1759,Category_001,162.05,5,3296,1.27
Product_0809,Category_001,445.57,6,3117,1.08
Product_0125,Category_011,485.37,10,2281,1.11
Product_0163,Category_021,129.65,5,1327,3.52
Product_1754,Category_001,710.64,5,3064,2.33
Product_0539,Category_022,397.95,9,1776,4.42
Product_0461,Category_015,323.05,2,3521,2.48
Product_1208,Category_026,213.86,14,2246,1.43
Product_1895,Category_021,317.35,2,1914,3.54
Product_0616,Category_001,181.74,2,3031,1.36
Product_1794,Category_024,810.18,9,4235,0.92
Product_1616,Category_024,104.42,7,2859,2.66
Product_1098,Category_032,302.16,13,3599,1.94
Product_1762,Category_001,187.43,10,2826,1.5
Product_0365,Category_007,522.81,13,3715,1.08
Product_0149,Category_008,60.81,6,3257,1.6
Product_1807,Category_024,167.42,13,3645,1.9
Product_0800,Category_001,222.39,8,1967,2.5
Product_1063,Category_032,775.27,4,3621,3.69
Product_1112,Category_007,536.05,7,4524,1.88
Product_1145,Category_028,550.18,11,5801,3.76
Product_1869,Category_001,185.62,6,1355,1.26
Product_0823,Category_028,951.66,12,4781,0.93
Product_1673,Category_026,196.36,6,1497,1.14
Product_0578,Category_012,369.49,9,1210,1.46
Product_1802,Category_006,484.79,12,3093,1.14
Product_0455,Category_015,307.95,11,4169,2.38
Product_0609,Category_001,261.5,6,2929,1.2
Product_0721,Category_001,354.36,12,3318,1.92
Product_1687,Category_021,62.6,8,838,2.61
Product_1920,Category_001,725.13,4,5559,2.18
Product_1095,Category_024,222.54,5,3785,1.7
Product_0853,Category_021,218.39,13,1251,11.06
Product_0438,Category_012,256.91,5,4432,10.57
Product_0537,Category_022,439.65,7,2172,3.39
Product_1800,Category_017,512.31,12,1231,3.61
Product_0960,Category_028,671.92,6,5042,1.21
Product_2161,Category_022,256.91,9,5810,13.97
Product_1858,Category_001,152.07,7,3784,1.47
Product_1113,Category_007,1726.45,5,5311,2.37
Product_1805,Category_006,472.74,13,4278,1.49
Product_0573,Category_012,135.56,9,960,8.03
Product_1679,Category_021,375.26,4,5383,2.1
Product_0805,Category_001,991.06,5,1530,1.27
Product_0765,Category_001,206.88,14,3676,1.49
Product_0136,Category_021,357.27,8,4890,1.17
Product_0521,Category_022,208.55,13,5919,3.72
Product_0617,Category_001,62.17,13,5527,1.59
Product_1749,Category_001,213.97,14,5492,1.49
Product_1837,Category_031,201.76,11,4415,1.65
Product_0456,Category_015,203.58,2,5227,2.68
Product_0802,Category_001,766.02,7,1735,2.05
Product_2117,Category_009,292.72,11,1999,10.22
Product_0267,Category_001,655.65,6,3250,1.33
Product_1645,Category_024,492.55,4,3807,0.97
Product_1083,Category_016,267.28,4,3313,2.75
Product_1855,Category_001,233.19,3,3074,3.9
Product_0266,Category_001,189.35,5,932,2.06
Product_1181,Category_017,736.36,6,1268,0.88
Product_1868,Category_001,116.03,4,4592,1.25
Product_1714,Category_026,121.23,14,4946,1.82
Product_1178,Category_024,379.13,5,4984,1.69
Product_0866,Category_001,256.15,2,4661,0.89
Product_0803,Category_001,1059.87,13,4762,1.37
Product_1708,Category_021,168.49,7,2367,2.99
Product_0263,Category_001,329.44,10,5595,1.5
Product_1771,Category_001,358.01,4,1444,1.22
Product_1681,Category_021,145.36,9,3622,2.26
Product_0659,Category_011,278.72,6,2838,1.02
Product_1660,Category_026,345.19,13,1254,1.1
Product_1881,Category_007,282.71,12,4292,1.41
Product_1806,Category_006,234.91,9,1731,1.73
Product_1851,Category_001,1248.62,11,1303,1.33
Product_0651,Category_011,268.39,2,1471,1.73
Product_1799,Category_024,181.29,9,2706,5.22
Product_1760,Category_001,400.09,8,4167,1.2
Product_0396,Category_007,574.24,7,3545,2.51
Product_1119,Category_007,164.11,13,4722,1.88
Product_1091,Category_024,136.07,9,1255,1.73
Product_1928,Category_001,584.36,9,4808,1.81
Product_1962,Category_001,315.24,8,5524,1.35
Product_1918,Category_018,620.49,12,4584,2.03
Product_1144,Category_007,1032.33,2,5246,1.36
Product_1876,Category_001,260.34,2,3604,2.23
Product_1767,Category_001,251.12,14,4129,1.03
Product_1859,Category_001,330.66,5,1103,1.13
Product_0806,Category_001,378.78,3,2012,0.99
Product_0060,Category_019,522.41,3,5210,1.19
Product_0350,Category_021,333.39,4,2842,1.93
Product_0693,Category_001,557.19,12,4727,0.99
Product_0655,Category_011,380.65,7,4528,1.01
Product_1772,Category_024,83.92,10,1122,0.87
Product_1146,Category_028,161.13,9,3961,1.89
Product_0811,Category_001,1006.15,6,2476,1.76
Product_0565,Category_015,466.68,14,1626,1.24
Product_1781,Category_018,113.3,12,5072,1.12
Product_1929,Category_001,1581.95,9,3970,1.86
Product_0540,Category_022,829.42,2,1044,2.43
Product_0694,Category_001,131.65,3,5565,1.85
Product_1956,Category_001,322.0,3,3497,2.17
Product_0641,Category_019,395.41,13,3391,1.23
Product_0640,Category_019,254.22,12,4010,1.41
Product_1953,Category_001,186.34,7,3979,0.95
Product_0813,Category_001,577.74,2,2812,3.05
Product_1693,Category_021,287.83,5,5202,1.14
Product_1940,Category_001,300.9,4,2453,0.79
Product_1168,Category_007,1090.38,6,5786,1.36
Product_1019,Category_007,321.88,12,4644,4.14
Product_1894,Category_021,161.75,13,2480,1.54
Product_0530,Category_022,308.35,3,3105,5.42
Product_1694,Category_021,523.24,10,3156,1.28
Product_0954,Category_028,919.69,5,3578,1.26
Product_1111,Category_007,439.37,4,4617,1.29
Product_1662,Category_026,104.79,3,3093,3.17
Product_0432,Category_018,106.78,9,1542,2.54
Product_0457,Category_015,248.71,8,1157,1.59
Product_0262,Category_001,208.33,5,1046,0.95
Product_0946,Category_018,326.62,12,1121,0.8
Product_0449,Category_015,199.3,9,1188,1.69
Product_1852,Category_001,711.07,12,951,1.16
Product_0867,Category_001,822.54,12,5390,1.01
Product_0328,Category_021,332.72,8,2320,2.53
Product_1709,Category_021,120.78,3,3599,1.74
Product_1644,Category_024,510.02,6,1824,1.25
Product_0057,Category_019,427.74,2,4176,0.81
Product_1874,Category_001,285.32,13,5600,0.83
Product_0675,Category_011,232.0,13,3382,0.92
Product_2152,Category_021,273.81,2,1594,1.08
Product_0626,Category_001,215.47,3,1222,1.87
Product_1946,Category_001,259.92,4,4950,0.98
Product_0482,Category_015,607.2,7,3599,1.07
Product_0340,Category_021,233.44,8,3415,1.0
Product_1927,Category_001,867.94,12,5431,1.72
Product_1943,Category_001,149.67,7,4448,1.18
Product_1930,Category_001,918.66,13,3401,0.81
Product_2151,Category_019,516.96,9,3396,1.29
Product_0256,Category_001,408.83,10,2130,0.97
Product_0611,Category_001,243.49,7,3673,2.83
Product_1898,Category_024,136.41,9,4033,0.8
Product_0777,Category_001,781.56,10,5614,2.3
Product_1665,Category_026,262.22,2,1891,1.34
Product_0824,Category_017,156.71,6,4053,3.29
Product_1711,Category_026,402.83,9,1757,0.77
Product_1696,Category_021,146.34,4,2566,1.05
Product_1720,Category_003,476.57,12,2288,2.6
Product_1620,Category_006,394.71,7,1474,1.28
Product_0541,Category_022,1228.61,3,1010,1.91
Product_1882,Category_006,53.43,6,1726,1.09
Product_0156,Category_021,508.73,9,5731,2.26
Product_1769,Category_001,273.07,7,3639,1.01
Product_2119,Category_009,363.36,13,4339,2.83
Product_1923,Category_001,394.06,3,2436,2.04
Product_0393,Category_007,357.26,12,3093,1.23
Product_0807,Category_001,327.33,11,2396,1.37
Product_1690,Category_021,390.18,11,873,1.23
Product_1864,Category_001,225.32,9,2721,1.15
Product_0473,Category_015,162.17,13,3431,1.88
Product_1976,Category_007,137.33,3,3415,1.09
Product_1615,Category_019,421.79,6,1103,1.2
Product_1877,Category_001,580.05,9,916,1.36
Product_2051,Category_021,417.76,8,2334,2.77
Product_0264,Category_001,177.15,6,1121,1.11
Product_0629,Category_001,897.78,14,3727,1.38
Product_0526,Category_022,201.28,13,1585,2.15
Product_1870,Category_001,194.76,7,2410,1.39
Product_0812,Category_001,239.25,3,3910,1.82
Product_0059,Category_019,414.02,8,5626,0.81
Product_1585,Category_031,93.01,4,5123,3.81
Product_1768,Category_001,151.55,8,1897,1.24
Product_1753,Category_001,1153.58,12,5723,1.16
Product_1685,Category_021,186.79,10,5169,1.01
Product_0450,Category_015,159.78,9,4594,0.88
Product_1867,Category_001,164.08,9,2326,0.82
Product_1935,Category_001,107.56,3,5312,1.83
Product_1937,Category_001,365.07,4,2641,1.14
Product_0499,Category_015,282.42,3,2579,2.08
Product_1939,Category_001,483.47,5,5805,0.75
Product_1701,Category_026,38.4,12,2191,0.78
Product_0269,Category_001,567.85,8,2467,1.09
Product_1617,Category_024,193.85,14,2562,2.6
Product_1924,Category_001,1086.58,12,2472,1.07
Product_1865,Category_001,95.56,8,2540,1.04
Product_1964,Category_001,414.0,2,4601,1.21
Product_0466,Category_012,168.94,13,5045,5.25
Product_0268,Category_001,169.62,11,3918,0.76
Product_1756,Category_001,300.33,9,4428,1.33
Product_0624,Category_001,328.08,11,2568,0.98
Product_0644,Category_019,82.92,9,5961,1.04
Product_1619,Category_024,256.91,3,3548,4.54
Product_2125,Category_009,1895.44,9,4764,4.14
Product_1936,Category_001,241.95,12,3865,1.04
Product_0265,Category_001,867.72,7,1870,1.12
Product_1566,Category_019,115.9,3,3384,1.32
Product_1856,Category_001,341.51,9,4175,1.43
Product_0258,Category_001,1482.48,4,5996,1.15
Product_0270,Category_001,501.46,14,1172,1.21
Product_0528,Category_022,167.49,9,5949,1.95
Product_0164,Category_021,119.94,5,5011,1.32
Product_1866,Category_001,448.13,3,2225,1.04
Product_0864,Category_019,243.69,6,3749,1.18
Product_1071,Category_020,206.47,8,5952,4.45
Product_1702,Category_026,100.38,14,2657,0.95
Product_1941,Category_001,792.1,9,3511,1.02
Product_1808,Category_028,137.24,9,3352,1.35
Product_1945,Category_001,312.24,5,3652,1.13
Product_1952,Category_001,340.0,13,5981,1.29
Product_0442,Category_015,755.19,7,4177,1.44
Product_1860,Category_001,203.57,7,1612,1.09
Product_0259,Category_001,103.88,4,1241,1.39
Product_0862,Category_019,343.42,12,3272,1.39
Product_1584,Category_031,296.15,6,3963,1.83
Product_1931,Category_001,129.25,8,2565,1.04
Product_1963,Category_001,218.22,14,4117,1.23
Product_0331,Category_021,362.43,4,1775,1.36
Product_1919,Category_001,541.98,5,3866,1.15
Product_1099,Category_032,599.62,6,1116,2.17
Product_0494,Category_015,789.52,12,1136,1.16
Product_1955,Category_001,588.56,4,1012,0.94
Product_1804,Category_006,199.33,6,1740,1.14
Product_0525,Category_022,325.64,12,1194,1.02
Product_0271,Category_001,285.72,12,1404,1.1
Product_0327,Category_021,178.99,10,4995,1.28
Product_0531,Category_022,88.16,7,2476,1.26
Product_0257,Category_001,276.91,7,5326,1.15
Product_0965,Category_006,537.37,6,4293,0.79
Product_0959,Category_028,208.07,4,1391,1.31
Product_0498,Category_015,576.64,8,3396,1.06
Product_0518,Category_022,236.71,5,1733,1.67
Product_0362,Category_030,365.72,11,2357,0.9
Product_1974,Category_006,317.12,2,905,1.07
Product_0945,Category_018,475.67,11,2384,0.91
Product_1933,Category_001,264.73,10,2454,1.46
Product_0947,Category_018,1530.18,13,3752,0.75
Product_1965,Category_001,456.05,12,4863,1.24
Product_1169,Category_007,143.45,10,4938,1.23
Product_0319,Category_017,280.66,2,3143,1.72
Product_0598,Category_017,134.44,14,3312,1.16
Product_0944,Category_018,193.15,5,3862,1.11
Product_1948,Category_001,230.01,6,5412,1.15
Product_1961,Category_001,1031.79,2,3484,0.87
Product_0500,Category_015,824.43,13,2222,0.98
Product_1949,Category_001,509.77,6,2903,0.84
Product_0148,Category_023,229.03,3,2369,0.99
Product_1861,Category_001,414.8,7,5646,0.75
Product_0363,Category_023,264.38,10,2652,0.91
Product_0637,Category_007,1542.23,5,4679,0.77
Product_0440,Category_012,467.62,11,5865,1.41
Product_1950,Category_001,450.83,2,2803,1.05
Product_1932,Category_001,204.26,7,4792,0.95
Product_1922,Category_001,204.08,8,3496,1.38
Product_0630,Category_001,174.85,11,3645,1.3
Product_1862,Category_001,363.1,6,3143,1.33
Product_0825,Category_024,732.68,12,4918,1.28
Product_0519,Category_022,114.23,11,3699,1.08
Product_0647,Category_027,96.94,13,5251,1.08
Product_2147,Category_027,114.74,3,2398,1.32
Product_1854,Category_001,946.28,5,2914,1.5
Product_1179,Category_024,640.78,12,3455,1.58
Product_1951,Category_001,493.87,7,2996,1.23
Product_1921,Category_001,294.49,13,3344,0.9
Product_1947,Category_001,178.44,13,3897,0.75
Product_1975,Category_006,900.6,9,1449,0.82
Product_0403,Category_032,172.72,5,3437,2.43
Product_2060,Category_018,253.47,5,5655,2.0
Product_0673,Category_011,429.84,8,3748,1.27
Product_0597,Category_017,278.65,8,2366,1.16
Product_1873,Category_001,1025.37,5,5378,0.92
Product_1697,Category_021,488.27,14,1486,0.92
Product_0633,Category_001,94.5,2,4698,0.82
Product_1100,Category_032,517.55,11,1220,1.35
Product_0480,Category_014,101.83,9,3608,1.07
Product_1793,Category_024,114.63,14,2150,1.48
Product_1934,Category_001,382.87,4,2192,1.06
Product_1857,Category_001,849.35,6,3064,0.96
Product_0865,Category_019,419.5,6,5321,1.12
Product_0674,Category_011,282.07,7,4662,1.11
Product_1695,Category_021,317.85,2,4534,0.96
Product_0536,Category_022,311.51,5,2440,1.3
Product_1773,Category_024,267.68,10,2842,1.07
Product_0612,Category_001,88.5,5,4382,1.31
Product_1707,Category_026,644.86,11,2053,1.47
Product_0638,Category_007,65.85,11,4913,0.96
Product_0075,Category_028,288.55,12,4911,1.45
Product_0465,Category_012,837.37,14,5365,2.27
Product_1863,Category_001,545.5,11,1670,1.5
Product_0467,Category_013,260.18,11,5025,1.05
Product_1944,Category_001,256.91,3,5745,0.8
Product_0527,Category_022,856.17,4,3722,1.44
Product_1698,Category_021,256.91,12,1737,1.34
Product_1647,Category_024,285.96,5,4053,1.24
